Unnamed: 0,Min Violations Committee,Max Violations Committee,Random Choice,Borda ranking,Plurality ranking,STV,Approval Voting (AV),Proportional Approval Voting (PAV),Approval Chamberlin-Courant (CC),Lexicographic Chamberlin-Courant (lex-CC),Sequential Approval Chamberlin-Courant (seq-CC),Monroe's Approval Rule (Monroe),Greedy Monroe,Minimax Approval Voting (MAV),Method of Equal Shares (aka Rule X) with Phragmén phase,E Pluribus Hugo (EPH),Random Serial Dictator,Anti-Plurality,Two-Approval,Three-Approval,Instant Runoff,Bottom-Two-Runoff Instant Runoff,Benham,PluralityWRunoff PUT,Coombs,Baldwin,Strict Nanson,Weak Nanson,Iterated Removal Condorcet Loser,Raynaud,Tideman Alternative Top Cycle,Knockout Voting,Banks,Condorcet,Copeland,Llull,Uncovered Set,Uncovered Set - Fishburn,Uncovered Set - Bordes,Uncovered Set - McKelvey,Slater,Top Cycle,GOCHA,Bipartisan Set,Minimax,Split Cycle,Ranked Pairs ZT,Ranked Pairs TB,Simple Stable Voting,Stable Voting,Loss-Trimmer Voting,Daunou,Blacks,Condorcet IRV,Condorcet IRV PUT,Smith IRV,Smith-Minimax,Condorcet Plurality,Copeland-Local-Borda,Copeland-Global-Borda,Borda-Minimax Faceoff,Bucklin,Simplified Bucklin,Weighted Bucklin,Bracket Voting,Superior Voting
Minimax Approval Voting (MAV),0.309712,0.341168,0.319616,0.327616,0.327616,0.309712,0.309712,0.309712,0.309712,0.309712,0.327616,0.309712,0.327616,0.0,0.327616,0.309712,0.318512,0.4,0.4,0.4,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.352768,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.318768,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.327616,0.31888,0.327616
Method of Equal Shares (aka Rule X) with Phragmén phase,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
E Pluribus Hugo (EPH),0.0,0.4,0.31984,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.044,0.309712,0.044,0.0,0.178016,0.222624,0.222624,0.222624,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.141328,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.022064,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.02224,0.044
Random Serial Dictator,0.178016,0.4,0.319296,0.177888,0.177888,0.178016,0.178016,0.178016,0.178016,0.178016,0.177888,0.178016,0.177888,0.318512,0.177888,0.178016,0.0,0.201984,0.201984,0.201984,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.22632,0.177888,0.177888,0.177888,0.177888,0.19088,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.178352,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.177888,0.17808,0.177888
Anti-Plurality,0.222624,0.4,0.31968,0.178624,0.178624,0.222624,0.222624,0.222624,0.222624,0.222624,0.178624,0.222624,0.178624,0.4,0.178624,0.222624,0.201984,0.0,0.0,0.0,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.196336,0.178624,0.178624,0.178624,0.178624,0.204944,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.20056,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.200384,0.178624
Two-Approval,0.222624,0.4,0.31968,0.178624,0.178624,0.222624,0.222624,0.222624,0.222624,0.222624,0.178624,0.222624,0.178624,0.4,0.178624,0.222624,0.201984,0.0,0.0,0.0,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.196336,0.178624,0.178624,0.178624,0.178624,0.204944,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.20056,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.200384,0.178624
Three-Approval,0.222624,0.4,0.31968,0.178624,0.178624,0.222624,0.222624,0.222624,0.222624,0.222624,0.178624,0.222624,0.178624,0.4,0.178624,0.222624,0.201984,0.0,0.0,0.0,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.196336,0.178624,0.178624,0.178624,0.178624,0.204944,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.20056,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.178624,0.200384,0.178624
Instant Runoff,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Bottom-Two-Runoff Instant Runoff,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Benham,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
PluralityWRunoff PUT,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Coombs,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Baldwin,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Strict Nanson,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Weak Nanson,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Iterated Removal Condorcet Loser,0.141328,0.339888,0.319168,0.105904,0.105904,0.141328,0.141328,0.141328,0.141328,0.141328,0.105904,0.141328,0.105904,0.352768,0.105904,0.141328,0.22632,0.196336,0.196336,0.196336,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.0,0.105904,0.105904,0.105904,0.105904,0.115392,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.123504,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.105904,0.12344,0.105904
Raynaud,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Tideman Alternative Top Cycle,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Knockout Voting,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Banks,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Condorcet,0.044,0.386896,0.31904,0.02632,0.02632,0.044,0.044,0.044,0.044,0.044,0.02632,0.044,0.02632,0.327616,0.02632,0.044,0.19088,0.204944,0.204944,0.204944,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.115392,0.02632,0.02632,0.02632,0.02632,0.0,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.035248,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.02632,0.034992,0.02632
Copeland,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Llull,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Uncovered Set,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Uncovered Set - Fishburn,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Uncovered Set - Bordes,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Uncovered Set - McKelvey,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Slater,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
Top Cycle,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
GOCHA,0.044,0.4,0.319136,0.0,0.0,0.044,0.044,0.044,0.044,0.044,0.0,0.044,0.0,0.327616,0.0,0.044,0.177888,0.178624,0.178624,0.178624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105904,0.0,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02176,0.0
